"LOJA","NM_LOJA","DT_VENDA","MES_VENDA","ANO_VENDA","SKU","SKU_DESC","CLIENTE","CEP","VENDA"
32,"São Leopoldo","2020-01-14",1,2020,14957594100000,"Kit refil filtro A 2006/3785/5678 3 uni","144397254XXXXXXXXXXX",90820090,8.12
32,"São Leopoldo","2020-01-14",1,2020,14975072400000,"PLACA GESSO BRANCA 1,20X1,80X12,5MM","3976X52XXXXXXXXXXXXX",93020494,87.62
41,"Anália Franco","2020-01-31",1,2020,14917465200000,"REJ BRANCO P 3KG CIMNT AREA SECA ELIANE","144693747XXXXXXXXXXX",3321001,3.36
35,"Curitiba Atuba","2020-01-11",1,2020,14914225146000,"PORTA LISA SEMI-OCA CURUPIXA UV 210x70","14314414536XXXXXXXXX",83505320,31.34
5,"Raposo Tavares","2020-01-16",1,2020,14966957300000,"Acril fo decora 18l branco","5X24X5XXXXXXXXXXXXXX",1329010,124.39
5,"Raposo Tavares","2020-01-07",1,2020,14141331436000,"Adapt marrom cola/rosca 5ommx1.1/2-plas","53914X56XXXXXXXXXXXX",5371130,0.49
2,"Ribeirão Preto","2020-01-09",1,2020,14962375100000,"Painel LED 2em1 Qua 18w L.BR 22,5cm Ins","51472723XXXXXXXXXXXX",14500000,19.16
3,"Campinas D. Pedro","2020-01-25",1,2020,14914971145000,"PORC ESM AC RET INT 50X50 CORTON M2 ART","14X4X1459XXXXXXXXXXX",13108049,-0.7700000000000014
3,"Campinas D. Pedro","2020-01-14",1,2020,14962760100000,"PORC ESM AC RET INT 58X58 PROJECT NEV M2","144463324XXXXXXXXXXX",13330530,55.12
58,"Marginal Tietê 2","2020-01-25",1,2020,14923335400000,"Colorante pr magenta 0,9l","14453414149XXXXXXXXX",2737000,5.22
58,"Marginal Tietê 2","2020-01-15",1,2020,90121461200000,"COMPENS FEN TRAT 12MMX1,22MX2,44M EKOMP","2279779XXXXXXXXXXXXX",9607030,19.12
58,"Marginal Tietê 2","2020-01-19",1,2020,14991463600000,"Acab pq prima 509pb210-fani","1432474614XXXXXXXXXX",1415007,28.54
15,"São José Campos","2020-01-28",1,2020,14676462200000,"ARG ACI INT CINZA 20KG VOT","14444X5X4XXXXXXXXXXX",12226842,0.02
15,"São José Campos","2020-01-20",1,2020,14914369710000,"Kit Vaso Sanit C/Cx 3/6L Vert Thema Br","44149742XXXXXXXXXXXX",12225040,33.87
15,"São José Campos","2020-01-03",1,2020,90064352000000,"PORC ESM AC RET INT 71X71 AR72043 M2","1429314695XXXXXXXXXX",12215290,52.47
17,"Bangu","2020-02-01",2,2020,14929621400000,"ARG ACII CINZA 20KG AXTON","4379226XXXXXXXXXXXXX",21765430,18.95
17,"Bangu","2019-02-23",2,2019,14971416145000,"Broxa pint ret 1199 3 tigre","4445257XXXXXXXXXXXXX",21853055,2.86
49,"Natal","2020-02-25",2,2020,14917325200000,"CHURRASQUEIRA TIJOLINHO GRANDE CRUA","145X24473XXXXXXXXXXX",59094500,128.1
49,"Natal","2020-02-25",2,2020,90401434600000,"PORC ESM AC RET INT 61X61 POLAR LUX M2","1432532147XXXXXXXXXX",59070100,341.71
20,"BH Sul","2020-02-08",2,2020,14766155300000,"Tanque Inox 50x40 30L Fos Tramont","1444X3X74XXXXXXXXXXX",30220000,89.95
18,"Goiania","2019-02-20",2,2019,14914407300000,"Organizador Multiuso c/div G 04x36x12cm","31442573XXXXXXXXXXXX",74230010,9.26
18,"Goiania","2019-02-04",2,2019,14591419450000,"CAL HIDRATADA CONSTRUÇÃO CIVIL 20KG VOT","4936349XXXXXXXXXXXXX",74020060,7.79
12,"Morumbi","2019-02-26",2,2019,14941141433000,"CUNHA NIVELADORA N5 PACOTE COM 50 PC","147669714XXXXXXXXXXX",4678105,28.93
12,"Morumbi","2020-02-21",2,2020,14959594000000,"Closet cab/gav Legno 236x80,4x54,5cm","27477145XXXXXXXXXXXX",4530080,167.15
12,"Morumbi","2020-02-12",2,2020,14979211450000,"Caixa Acopl Eco/Azale/Acess Br 3/6L Roca","2767X37XXXXXXXXXXXXX",5663000,57.26
21,"Niteroi","2020-02-19",2,2020,14722005600000,"Suporte 5 disj din pvc kit flex","7X762714XXXXXXXXXXXX",24431005,2.04
36,"BH Norte","2019-02-16",2,2019,14959677300000,"Abraç nylon 3,5X150 nat c/100pçs Sfor","66227X4XXXXXXXXXXXXX",31270010,1.39
36,"BH Norte","2020-02-07",2,2020,14922977000000,"ARGAMASSA COLANTE ACI MG","1447321424XXXXXXXXXX",31910114,19.22
36,"BH Norte","2020-02-18",2,2020,90622149600000,"REV AC BOLD INT 33X57 HD52/1096 M2","1443474X6XXXXXXXXXXX",31730690,34.19
4,"Contagem","2020-02-11",2,2020,14996170400000,"Escada Extensiva de Alumínio 9x2 degraus","144973327XXXXXXXXXXX",32044082,77.81
4,"Contagem","2020-02-27",2,2020,14922971440000,"ARGAMASSA COLANTE ACII MG","5X22739XXXXXXXXXXXXX",32623612,59.27
9,"Curitiba","2020-02-06",2,2020,14914657620000,"Fita de Borda Branco TX 22mm Rolo 10mts","144714574XXXXXXXXXXX",81450350,27.65
27,"Sorocaba","2020-02-21",2,2020,14929620000000,"ARG P/P  INTER CZ 20KG AXTON","145XX5676XXXXXXXXXXX",18119155,4.39
27,"Sorocaba","2020-02-17",2,2020,14972140930000,"CIMENTO CPII F32 50KG CSN","141414456714XXXXXXXX",18103142,16.43
27,"Sorocaba","2020-02-19",2,2020,14956632300000,"PORC ES AC BOLD EXT59,5X59,5 CARVALHO M2","1436451475XXXXXXXXXX",11900000,0.01
27,"Sorocaba","2019-02-04",2,2019,14791772500000,"Fita dup fac tra fixa forte 19mmx2m (3m)","77714273XXXXXXXXXXXX",1154030,2.81
27,"Sorocaba","2020-02-04",2,2020,14999407200000,"PISO BRI INT 54X54 CA14001 M2","143466572XXXXXXXXXXX",18150000,44.4
46,"Tamboré","2020-02-21",2,2020,90646066000000,"PORC ESM BR RET INT 64X64 LUCE M2","146595X9XXXXXXXXXXXX",6449025,2.36
46,"Tamboré","2020-02-19",2,2020,14795661000000,"Vaso Sanit P/Cx Vert Smart Pergamon Celi","7X79673XXXXXXXXXXXXX",6410250,56.33
46,"Tamboré","2019-02-27",2,2019,14990999500000,"REV BR BOLD INT 32X54 6029 M2","14314935X14XXXXXXXXX",6447500,73.81
55,"Taubaté","2019-02-11",2,2019,14504914250000,"Acril fo novacor piso liso 18l cinza","142752642XXXXXXXXXXX",12071500,1.11
38,"Fortaleza","2019-02-27",2,2019,14919751440000,"CIMENTO CPII Z 32 RS APODI","3447X42XXXXXXXXXXXXX",60761580,1.1
38,"Fortaleza","2019-02-27",2,2019,14950032000000,"TANQUE ACQUALIMP 5000L AZUL","14314921469XXXXXXXXX",60873205,110.11
38,"Fortaleza","2020-02-26",2,2020,14919751440000,"CIMENTO CPII Z 32 RS APODI","14351461459XXXXXXXXX",60182022,3.67
11,"Rio Barra","2020-02-17",2,2020,14714043320000,"Vaso Sanit Conv Happening Br Roca","67237149XXXXXXXXXXXX",22640020,115.3
11,"Rio Barra","2019-02-28",2,2019,14141366010000,"PORC ESM AC RET INT60X120 BROADWAY LI M2","5X29399XXXXXXXXXXXXX",22450200,81.36
11,"Rio Barra","2019-02-23",2,2019,14700916000000,"Arg porcelanato int cnza 20kg quart","67663X3XXXXXXXXXXXXX",22770190,85.22
11,"Rio Barra","2020-02-15",2,2020,14960691460000,"Massalito sc 20 kg","375149X4XXXXXXXXXXXX",20090050,1.08
11,"Rio Barra","2019-02-16",2,2019,14143436260000,"BONE CEDRO ARANA 2/27X215 CM","1431466566XXXXXXXXXX",20930450,27.06
7,"Rio Norte","2019-02-24",2,2019,14991156300000,"PARAFUSO METAL AÇO 4X25MM MÁQ PAN 5UN","142727555XXXXXXXXXXX",21050454,0.27
7,"Rio Norte","2020-02-07",2,2020,14939501200000,"REV BR BOLD INT 30X60 ANTARTIDA M2","143565542XXXXXXXXXXX",26130000,111.67
7,"Rio Norte","2020-02-24",2,2020,90514214910000,"ADESIVO EPOXI FLUÍDO AXTON","357X3X2XXXXXXXXXXXXX",22071030,44.29
7,"Rio Norte","2020-02-15",2,2020,14914696540000,"OBRAS ESTRUTURAIS 50KG CPII E 40","27XX64XXXXXXXXXXXXXX",20761050,0.38
22,"Anhanguera","2019-02-25",2,2019,14940776600000,"PISO BR INT 50X50 ONLY WHITE 51904 M2","14314714967XXXXXXXXX",13181720,7.24
22,"Anhanguera","2020-02-17",2,2020,14914707320000,"PORC ESM AC RET INT 58,5X58,5CALA M2 ART","142X14514XXXXXXXXXXX",13190000,5.16
1,"Interlagos","2020-02-18",2,2020,14914037210000,"REV AC BOLD INT33,5X60 ASPEN SLIM BCO M2","61432767XXXXXXXXXXXX",4786035,11.56
24,"Lar Center","2019-02-13",2,2019,14924723500000,"CANALETA CERÂMICA 11,5X14X24","2255975XXXXXXXXXXXXX",7262130,13.52
27,"Sorocaba","2019-03-25",3,2019,14931414572000,"CIMENTO BCO CPB40 15KG AXTON","69X65144XXXXXXXXXXXX",18190000,27.11
28,"Brasilia Norte","2020-03-17",3,2020,14566266100000,"NEUTROL 18L VEDACIT","14514143257XXXXXXXXX",73045155,50.18
28,"Brasilia Norte","2019-03-09",3,2019,14937115600000,"PISO AC INT 61X61 CRETTA M2 ART","272X77XXXXXXXXXXXXXX",72302252,7.66
28,"Brasilia Norte","2020-03-07",3,2020,14929625600000,"ARG PORC E PEDRAS CZ 20KG AXTON","293XX25XXXXXXXXXXXXX",73350107,7.57
29,"Uberlandia","2020-03-10",3,2020,14793511300000,"PORC ESM AC BOLD INT60X60 MARM BIANCO M2","4363514XXXXXXXXXXXXX",38408268,24.02
35,"Curitiba Atuba","2020-03-02",3,2020,14614711476000,"ARG ACII INT/EXT CINZA 20KG VOT","1437X532XXXXXXXXXXXX",83331150,31.1
36,"BH Norte","2020-03-19",3,2020,14979217100000,"Vaso Sanit P/Cx Vert Eco Plus Br Roca","61437677XXXXXXXXXXXX",31035580,1.35
39,"São José","2020-03-08",3,2020,14914099930000,"Gab Banh Santorini L60xP40 Cimenticio","145X76732XXXXXXXXXXX",88020210,42.66
41,"Anália Franco","2019-03-16",3,2019,14140396020000,"Rejunte p/ porcel 5kg cz claro argatex","143X456146XXXXXXXXXX",3193100,8.1
42,"Jaguaré","2020-03-06",3,2020,14951361300000,"PORC ES AC BOLD INT 60X60 BAMBU PARQ M2","147244X3XXXXXXXXXXXX",5128000,103.72
44,"Campo Grande","2020-03-26",3,2020,14694669200000,"Saco 100 paraf aco p/ aglomerado 4x40","14596X614XXXXXXXXXXX",79040660,6.43
45,"São Bernardo","2020-03-05",3,2020,14936149440000,"CIMENTO CPII 32 TODAS AS OBRA 50KG VOT","144276527XXXXXXXXXXX",9850480,110.32
45,"São Bernardo","2020-03-11",3,2020,14979211450000,"Caixa Acopl Eco/Azale/Acess Br 3/6L Roca","7146X753XXXXXXXXXXXX",9170790,7.49
45,"São Bernardo","2019-03-13",3,2019,14991116400000,"PISO AC INT 43X43 4009 M2","14314771442XXXXXXXXX",9941500,8.02
45,"São Bernardo","2019-03-11",3,2019,14929616500000,"ARG ACI CZ 20KG AXTON","14321464X4XXXXXXXXXX",9791040,17.17
45,"São Bernardo","2020-03-06",3,2020,14901414244000,"REJ MARF 1KG ACRIL AREA UMIDA PORTOKOL","5456762XXXXXXXXXXXXX",9725160,-0.7800000000000011
49,"Natal","2019-03-03",3,2019,14953090300000,"AXTON ARG EXTERNO ACII- 15KG","1414629X33XXXXXXXXXX",59142240,0.02
55,"Taubaté","2020-03-21",3,2020,14923502000000,"Mod closet prime duplo cast190x175x45cm","1441463647XXXXXXXXXX",12051620,0.53
58,"Marginal Tietê 2","2020-03-02",3,2020,14931414614400,"ARG AC-III MULTIUSO BCO 20KG AXTON","3377X7XXXXXXXXXXXXXX",2460030,-55.87
58,"Marginal Tietê 2","2020-03-05",3,2020,14901412720000,"DESENGRAXANTE 946 ml WD-40","3559X2XXXXXXXXXXXXXX",3064000,11.84
58,"Marginal Tietê 2","2019-03-22",3,2019,14755314020000,"Chapa gesso std branca 1,20x1,80m-12,5mm","965144X9XXXXXXXXXXXX",2676040,42.01
58,"Marginal Tietê 2","2020-03-24",3,2020,14145393250000,"Tubo exte univ plast br-equation","2954457XXXXXXXXXXXXX",5029010,1.4
58,"Marginal Tietê 2","2020-03-12",3,2020,14929621400000,"ARG ACII CINZA 20KG AXTON","14X265714XXXXXXXXXXX",6216050,1.39
1,"Interlagos","2020-04-22",4,2020,14914014141400,"PORC ESM POL RET INT 59X118,2 PLACE M2.","141437229XXXXXXXXXXX",4776001,70.18
1,"Interlagos","2020-04-16",4,2020,14716301430000,"Vaso Sanit Conv Izy Creme Deca","143796X52XXXXXXXXXXX",4854050,0.29
1,"Interlagos","2020-04-17",4,2020,14914520420000,"Pedra Brita 1  saco 20 kg","145237757XXXXXXXXXXX",4811200,14.37
2,"Ribeirão Preto","2019-04-27",4,2019,14547903000000,"Tanque Louca 60x52 38L Br Celite","1433267146XXXXXXXXXX",14820000,70.94
3,"Campinas D. Pedro","2019-04-21",4,2019,14931470320000,"VIAPLUS TOP CX 18KGS VIAPOL","37921423XXXXXXXXXXXX",13000260,83.38
3,"Campinas D. Pedro","2019-04-07",4,2019,14944145000000,"Painel LED Sob Ret 36w L.BR 30x60 Diaman","5553967XXXXXXXXXXXXX",12948813,25.5
4,"Contagem","2020-04-13",4,2020,14736293300000,"Pta pintura iguaçu pinus 210x70","539X214XXXXXXXXXXXXX",30610660,30.6
5,"Raposo Tavares","2019-04-25",4,2019,14929616500000,"ARG ACI CZ 20KG AXTON","53514X25XXXXXXXXXXXX",5632091,0.34
5,"Raposo Tavares","2020-04-02",4,2020,14943621440000,"REV BR BOLD INT 10X20 METRO WHITE M2","145145X5X7XXXXXXXXXX",5755090,14.12
5,"Raposo Tavares","2020-04-15",4,2020,14917014020000,"Vaso Sanit Conv Sifonica Gap Br Roca","57754514XXXXXXXXXXXX",5443030,146.12
5,"Raposo Tavares","2020-04-07",4,2020,14574514560000,"Flex agua MxF 1/2x40cm inox cr-wog","1495723XXXXXXXXXXXXX",5569030,0.02
5,"Raposo Tavares","2020-04-29",4,2020,14937136600000,"REV BR BOLD INT 32X57 MONTREAL M2 ART","39X74X14XXXXXXXXXXXX",6888700,75.43
5,"Raposo Tavares","2019-04-21",4,2019,14797101460000,"ARG PORCELANATO INT CINZA 20KG VOT","45972X7XXXXXXXXXXXXX",6140040,8.55
7,"Rio Norte","2019-04-18",4,2019,14669337600000,"SIKA TOP 107 CZA 18KG SIKA","5514552XXXXXXXXXXXXX",20770290,-20.32
9,"Curitiba","2019-04-05",4,2019,14914245740000,"PORTA LISA SARRAF. CP 3,5x210X80cm","635X1475XXXXXXXXXXXX",81320250,12.36
9,"Curitiba","2019-04-10",4,2019,14676462200000,"ARG ACI INT CINZA 20KG VOT","25951426XXXXXXXXXXXX",83325165,10.39
9,"Curitiba","2020-04-07",4,2020,14999051600000,"CIMENTO CP II F 32 50KG CAUÊ","44533X2XXXXXXXXXXXXX",81670200,0.89
9,"Curitiba","2020-04-11",4,2020,90151455100000,"REV BR BOLD INT 32X54 CAPRI M2","2433X14XXXXXXXXXXXXX",82980410,3.69
11,"Rio Barra","2019-04-17",4,2019,14934231600000,"PORC POL RET INT 84X84 BIANCO M2","251421467XXXXXXXXXXX",22631455,118.49
11,"Rio Barra","2019-04-11",4,2019,14144711450000,"Cabeceira classic odem","4X465143XXXXXXXXXXXX",22051030,8.79
11,"Rio Barra","2019-04-20",4,2019,14930774300000,"PORC POL RET INT 62,5X62,5 BIANCO MST M2","1432977X7XXXXXXXXXXX",22790465,54.55
12,"Morumbi","2019-04-11",4,2019,14712596200000,"ARG ACIII INT/EXT CINZA 20KG VOT","575656XXXXXXXXXXXXXX",5795320,0.34
12,"Morumbi","2020-04-22",4,2020,14951071500000,"Cabo flex atoxsil 750 V 4mm² vm 100m","6X1471414XXXXXXXXXXX",5767520,102.24
12,"Morumbi","2019-04-26",4,2019,14917451420000,"REJ CZ CLARO 3KG CIMENT ARA SECA ELIANE","214514777XXXXXXXXXXX",5440001,4.72
15,"São José Campos","2020-04-18",4,2020,14676462200000,"ARG ACI INT CINZA 20KG VOT","1437675714XXXXXXXXXX",12270000,13.87
15,"São José Campos","2020-04-22",4,2020,14950954600000,"caixa d'agua 500l Equation","14466752XXXXXXXXXXXX",12234380,21.58
16,"Ricardo Jafet","2019-04-05",4,2019,14524036500000,"Vaso Sanit Conv Monte Carlo Gelo Deca","6566472XXXXXXXXXXXXX",4011902,94.4
17,"Bangu","2019-04-04",4,2019,14140614134000,"KIT PARAF  PVC  3,5 C/20UN PRECON","14326494XXXXXXXXXXXX",21820140,29.03
18,"Goiania","2020-04-28",4,2020,14793911400000,"CESTO ROUPA VAZAD PL 46L RET AZ 54X37X53","1453X14479XXXXXXXXXX",74115070,0.39
18,"Goiania","2019-04-23",4,2019,14930774300000,"PORC POL RET INT 62,5X62,5 BIANCO MST M2","4746592XXXXXXXXXXXXX",74820140,25.32
19,"Porto Alegre","2020-04-28",4,2020,14961421414000,"Vent Teto Special 3P Br 220V Inspire","291434X3XXXXXXXXXXXX",94850190,6.18
19,"Porto Alegre","2019-04-24",4,2019,14946536200000,"FORRO PERMATTI FRISADO BCO 3x0,20x8mm","342XX34XXXXXXXXXXXXX",91350030,1.4
19,"Porto Alegre","2019-04-18",4,2019,14947972600000,"MANTA RECICLADA DURAFLOOR M2","1432322X3XXXXXXXXXXX",92700250,8.36
19,"Porto Alegre","2019-04-27",4,2019,14997144143000,"REV BR BOLD INT 33X57 HD52101 LAMINA M2","142579445XXXXXXXXXXX",91230450,0.68
20,"BH Sul","2020-04-20",4,2020,14914561430000,"REV BR BOLD INT 10X20 PRETO M2 ART","145X463214XXXXXXXXXX",33943792,10.02
20,"BH Sul","2020-04-04",4,2020,14552611420000,"Arg aciii flex cinza 20kg quart","145147149143XXXXXXXX",30335080,4.46
20,"BH Sul","2019-04-09",4,2019,14966764100000,"PORC ES PO RET INT 61X61 P62565 M2 ART","33514626XXXXXXXXXXXX",30310530,0.22
21,"Niteroi","2019-04-04",4,2019,14144146146000,"REV BR BOLD INT 32X50 CA22103 M2","469X66XXXXXXXXXXXXXX",24130247,77.93
21,"Niteroi","2019-04-23",4,2019,14531535600000,"Adapt marrom cola/rosca 32mmx1-tigre","67557XXXXXXXXXXXXXXX",24425005,0.63
22,"Anhanguera","2019-04-19",4,2019,14929620000000,"ARG P/P  INTER CZ 20KG AXTON","2324743XXXXXXXXXXXXX",13274440,21.25
22,"Anhanguera","2020-04-25",4,2020,14950955300000,"CAIXA D'AGUA 1.000L Equation","145277344XXXXXXXXXXX",13178574,10.36
24,"Lar Center","2020-04-15",4,2020,14914932510000,"REV AC RET INT 31X55 31962 M2 ART","1432969147XXXXXXXXXX",3086040,131.24
39,"São José","2020-02-20",2,2020,14764923300000,"Silicone Alven Mad Met 280g Branco Tytan","145XX96914XXXXXXXXXX",88010090,7.01
39,"São José","2020-02-14",2,2020,90212024000000,"REV AC BOLD INT 33,5X60 ALICANTE M2","797146X5XXXXXXXXXXXX",88131750,30.74
39,"São José","2019-02-23",2,2019,14974514240000,"MANTA 1,20X8,0 AXTON M2","14314761467XXXXXXXXX",88101350,14.28
23,"Taguatinga","2020-02-22",2,2020,14943501000000,"PINCEL P/METAL DEXTER PRO 30MM","5X932144XXXXXXXXXXXX",71725100,2.27
26,"Jacarepagua","2020-02-03",2,2020,14945217400000,"Kit Gab Star L56XP34cm Br/Carvalh Sensea","3149X5146XXXXXXXXXXX",21330150,49.49
13,"Brasilia Sul","2019-02-26",2,2019,14929625600000,"ARG PORC E PEDRAS CZ 20KG AXTON","6361435XXXXXXXXXXXXX",71951780,1.37
13,"Brasilia Sul","2020-02-15",2,2020,14997771300000,"PISO BR INT 43X43 VSP004 M2","1414X9373XXXXXXXXXXX",71630085,10.06
13,"Brasilia Sul","2020-02-02",2,2020,14931414614400,"ARG AC-III MULTIUSO BCO 20KG AXTON","4357673XXXXXXXXXXXXX",72876430,17.35
44,"Campo Grande","2020-02-10",2,2020,14937124000000,"PISO BR INT 61X61 ADVANCE M2","1449X9432XXXXXXXXXXX",79480000,242.24
19,"Porto Alegre","2020-02-22",2,2020,14974437500000,"ROLICO PINUS 600,KD NAT 22X22X1200MM","6X7X764XXXXXXXXXXXXX",91050230,0.73
19,"Porto Alegre","2020-02-29",2,2020,14947972600000,"MANTA RECICLADA DURAFLOOR M2","4X1469X7XXXXXXXXXXXX",92310150,43.88
16,"Ricardo Jafet","2019-02-21",2,2019,14929625600000,"ARG PORC E PEDRAS CZ 20KG AXTON","1431479354XXXXXXXXXX",3674020,1.19
45,"São Bernardo","2020-02-09",2,2020,14791215300000,"ARG ACIII INT/EXT BCO 20KG VOT","5X997414XXXXXXXXXXXX",9181200,31.9
45,"São Bernardo","2019-02-22",2,2019,14931414614400,"ARG AC-III MULTIUSO BCO 20KG AXTON","147X51477XXXXXXXXXXX",9751470,27.73
32,"São Leopoldo","2019-02-22",2,2019,14929625600000,"ARG PORC E PEDRAS CZ 20KG AXTON","1431472655XXXXXXXXXX",93025360,29.57
32,"São Leopoldo","2020-02-15",2,2020,14974675500000,"PORC ESM AC RET INT 50X101 AMBRE M2 ART","14499X794XXXXXXXXXXX",93042212,43.01
41,"Anália Franco","2020-02-19",2,2020,14936149440000,"CIMENTO CPII 32 TODAS AS OBRA 50KG VOT","79754144XXXXXXXXXXXX",5023001,2.86
41,"Anália Franco","2020-02-28",2,2020,14971114320000,"Vaso Sanit P/Cx Horiz IP38 Br Icasa","1443147457XXXXXXXXXX",3183080,115.84
35,"Curitiba Atuba","2020-02-18",2,2020,90337464000000,"PL 4X2 2 POSTOS HORIZON GOLD ORION","4772534XXXXXXXXXXXXX",82600059,1.91
35,"Curitiba Atuba","2019-02-25",2,2019,14991114010000,"PISO BR INT 53X53 NAPOLI M2","143147414714XXXXXXXX",83326710,8.51
35,"Curitiba Atuba","2020-02-08",2,2020,14979211450000,"Caixa Acopl Eco/Azale/Acess Br 3/6L Roca","1449X6727XXXXXXXXXXX",83570000,26.11
5,"Raposo Tavares","2019-02-21",2,2019,14793617000000,"PIS LAM PRIM IPE REAL N26 136X19,7X0,7M2","2329294XXXXXXXXXXXXX",6544025,0.13
2,"Ribeirão Preto","2020-02-01",2,2020,14712596200000,"ARG ACIII INT/EXT CINZA 20KG VOT","7144X567XXXXXXXXXXXX",14010200,290.89
58,"Marginal Tietê 2","2020-02-26",2,2020,14749470100000,"Vaso Sanit Espec Vert S/Ab Vogue Plus Br","6949X25XXXXXXXXXXXXX",2518000,132.6
15,"São José Campos","2020-02-14",2,2020,14972140650000,"CIMENTO CPIII 40RS 50KG CSN","1447614334XXXXXXXXXX",12209250,10.81
15,"São José Campos","2019-02-28",2,2019,14142314976000,"Tela Poli Mosq c/ velcro 80x100cm cz","957634XXXXXXXXXXXXXX",12236892,11.05
15,"São José Campos","2019-02-24",2,2019,14143514614300,"Caixa plast inc 19,7x11,8x9 cm 1,5l bel","9493695XXXXXXXXXXXXX",5468901,0.25
15,"São José Campos","2020-02-29",2,2020,90251114200000,"TELHA POLICARB 3,05x1,10m CRISTAL AJOVER","4745497XXXXXXXXXXXXX",12328430,196.99
34,"São José do Rio Preto","2020-02-05",2,2020,14972140930000,"CIMENTO CPII F32 50KG CSN","14147X3426XXXXXXXXXX",15047096,0.1
17,"Bangu","2019-03-28",3,2019,14936146360000,"CIMENTO CPIII TODAS AS OBRAS 50KG VOT","5X1414X146XXXXXXXXXX",23059340,41.08
49,"Natal","2019-03-13",3,2019,14759971450000,"TELHA FIBROC ONDUL 5mm 2,13x1,1m  ETERNI","143226777XXXXXXXXXXX",59082200,6.37
49,"Natal","2019-03-20",3,2019,14919751440000,"CIMENTO CPII Z 32 RS APODI","142734799XXXXXXXXXXX",59067380,2.37
20,"BH Sul","2020-03-19",3,2020,14979217100000,"Vaso Sanit P/Cx Vert Eco Plus Br Roca","39X7647XXXXXXXXXXXXX",34000000,22.37
20,"BH Sul","2020-03-09",3,2020,14547910000000,"Coluna p/ Tanque Louca 51x23 Br Celite","4354642XXXXXXXXXXXXX",30310300,20.55
50,"Maceio","2019-03-08",3,2019,14143649200000,"Mdf Tx Branco 1F 2750X1830X6Mm M2","77496X6XXXXXXXXXXXXX",57037280,12.12
18,"Goiania","2020-03-11",3,2020,14914447900000,"Cesto Trancado P mr 10,7x15x22,2cm 3L","1414X35575XXXXXXXXXX",75350000,7.38
18,"Goiania","2019-03-23",3,2019,14646507100000,"Lavat P/Coluna Sabara 46x35Cm Br Icasa","143247755XXXXXXXXXXX",74560540,8.88
12,"Morumbi","2020-03-20",3,2020,14930297600000,"PTA HOME 1F VENEZIANA VENT 210X70E","7X466145XXXXXXXXXXXX",5750370,0.88
12,"Morumbi","2019-03-19",3,2019,14524091100000,"Vaso Sanit P/Cx Vert Monte Carlo Gelo De","26X47X5XXXXXXXXXXXXX",11250000,158.3
12,"Morumbi","2019-03-20",3,2019,14929620000000,"ARG P/P  INTER CZ 20KG AXTON","42714722XXXXXXXXXXXX",8770550,24.72
21,"Niteroi","2020-03-05",3,2020,14901725000000,"REV BR BOLD INT 33X57 ANTARTID 52080 M2","4X75753XXXXXXXXXXXXX",24315375,9.84
4,"Contagem","2019-03-24",3,2019,14141550110000,"REV BR BOLD INT 32,1X57 ISABELA PLUS M2","14325X744XXXXXXXXXXX",30421300,30.62
9,"Curitiba","2020-03-04",3,2020,14143214912000,"Canaleta 13x7mm c adesivo dexson10031","144X73972XXXXXXXXXXX",80030240,1.12
9,"Curitiba","2020-03-08",3,2020,14760216500000,"Vergalhao ca60 5mm-d12m-vot.","42X7XX7XXXXXXXXXXXXX",81210180,0.14
9,"Curitiba","2019-03-17",3,2019,14914950360000,"REV BR BOLD INT 33X59 LF33348 M2","2479275XXXXXXXXXXXXX",80710130,10.63
9,"Curitiba","2019-03-01",3,2019,14712596200000,"ARG ACIII INT/EXT CINZA 20KG VOT","74414996XXXXXXXXXXXX",80035050,67.69
9,"Curitiba","2019-03-05",3,2019,14771445360000,"Kit concertina simples 30 cm Ø - rolo 5m","35742X3XXXXXXXXXXXXX",82400000,27.59
9,"Curitiba","2020-03-28",3,2020,14929619300000,"ARG BLOCO DE VIDRO BCO 5KG AXTON","1436X765XXXXXXXXXXXX",80320010,2.18
42,"Jaguaré","2020-03-14",3,2020,90401563000000,"REV BR BOLD INT 32X57 BRISA M2","21437996XXXXXXXXXXXX",5340002,12.46
33,"Londrina","2020-03-10",3,2020,14946051100000,"Espe Flex  L65xA77 cm Ng Fabribam","142X7X272XXXXXXXXXXX",86079560,57.91
27,"Sorocaba","2020-03-12",3,2020,14979211450000,"Caixa Acopl Eco/Azale/Acess Br 3/6L Roca","144357X314XXXXXXXXXX",18143750,19.68
27,"Sorocaba","2020-03-09",3,2020,14754450600000,"Caixa dagua poli facil instalacao 500l","1433256714XXXXXXXXXX",18031250,58.46
27,"Sorocaba","2020-03-14",3,2020,14970036600000,"PERFIL T TECNO N°2 1,80M","145X72326XXXXXXXXXXX",18116385,18.37
27,"Sorocaba","2020-03-18",3,2020,14994144530000,"PORTA LISA COLMEIA PR 3,5x210X82cm","4X96269XXXXXXXXXXXXX",18055058,47.78
46,"Tamboré","2020-03-04",3,2020,90430270000000,"PORC ES PO RT INT 71X71 LPTR71048 M2 ART","9572395XXXXXXXXXXXXX",6402100,985.66
46,"Tamboré","2020-03-27",3,2020,14714070900000,"Cabo flex 2,5mm2 100m az Megatron","6979X72XXXXXXXXXXXXX",6411080,17.15
46,"Tamboré","2019-03-22",3,2019,14937135200000,"REV AC BOLD INT32X57 ISAB PLUS MT M2 ART","63277X7XXXXXXXXXXXXX",6473065,10.66
