"LOJA","NM_LOJA","DT_ESTOQUE","MES_ESTOQUE","ANO_ESTOQUE","SKU","SKU_DESC","TOP_ABASTECIMENTO","UNIDADE_MEDIDA","QUANTIDADE_ESTOQUE"
1,"Interlagos","2020-08-26",8,2020,90527276000000,"PIS LAM PRIM VAL N9 135,7X21,7X0,7M2",2,"M2",183.51
1,"Interlagos","2020-08-26",8,2020,14714497200000,"Lixeira Plástico 4L c/ tampa preta",1,"UN",2.18
2,"Ribeirão Preto","2020-08-26",8,2020,14971414350000,"Port Shamp Simples Reto Suc Piatina Sens",1,"UN",0.19
2,"Ribeirão Preto","2020-08-26",8,2020,14971649400000,"VITRO CORR GREEN QUAD 120X100 R12",2,"UN",0
2,"Ribeirão Preto","2020-08-26",8,2020,14946094500000,"ROLO P/metal e madeira  C/C 11CM",1,"UN",2.29
2,"Ribeirão Preto","2020-08-26",8,2020,90229566000000,"Lavad Alta Pressão  4100 220v",2,"UN",6.67
2,"Ribeirão Preto","2020-08-26",8,2020,14921414140100,"Conj 2 inter simp br Lille",1,"UN",1.02
3,"Campinas D. Pedro","2020-08-26",8,2020,14143933960000,"LAMP FLUOR 3U 15W BR 220V OUROLUX",2,"UN",2.66
3,"Campinas D. Pedro","2020-08-26",8,2020,14999917500000,"CAD C/4 CHAV IGUAIS 25MM LT CR 2UN PADO",1,"UN",1.4
3,"Campinas D. Pedro","2020-08-26",8,2020,90363616000000,"Bota de PVC Com Forro PRA N41 Marluvas",1,"UN",3.64
3,"Campinas D. Pedro","2020-08-26",8,2020,90423102000000,"camp elet s/fio s/bateria Intelbras",1,"UN",0.65
3,"Campinas D. Pedro","2020-08-26",8,2020,14946643300000,"CHUV ELETRON FIT BLIND 220V 6500W BR-HY",1,"UN",5.18
4,"Contagem","2020-08-26",8,2020,14997140630000,"Enchimento p/ capa de almofada 45cmX45cm",1,"UN",1.36
4,"Contagem","2020-08-26",8,2020,14979394200000,"TELHA FIBROC ONDUL 5mm 1,83x1,1m  CONFIB",1,"UN",68.95
7,"Rio Norte","2020-08-26",8,2020,14957332300000,"Kit Tempera Que Eu Gosto",2,"UN",2.68
7,"Rio Norte","2020-08-26",8,2020,90757170000000,"Organizador de Pia Plast Cz Single",1,"UN",10.69
7,"Rio Norte","2020-08-26",8,2020,90117006000000,"Jogo Bits PH2 25mm 10pcs Dexter",1,"UN",7.34
519,,"2020-08-26",8,2020,14923390000000,"REV BRI BOL EXT 20X20 AZ NAVAL M2",0,"M2",1.76
9,"Curitiba","2020-08-26",8,2020,14953464100000,"Gab Banh Sevilha L60xP40 Barrique/Br",1,"UN",9.72
9,"Curitiba","2020-08-26",8,2020,14923393500000,"REV EXT BRI PISC ELIANE BR 20X20 M2",2,"M2",1.36
9,"Curitiba","2020-08-26",8,2020,14143993141000,"CABO FLEXIVEL 2,5MM2 50M VM Lexman",1,"UN",4.5
9,"Curitiba","2020-08-26",8,2020,14935679200000,"Lavatorio Vidro Guadalajara L80xP54 Sen",2,"UN",38.42
9,"Curitiba","2020-08-26",8,2020,14903107500000,"Chuv Elet 127V 5500W Star-Hydra",1,"UN",1.32
9,"Curitiba","2020-08-26",8,2020,14901475930000,"Porta Lille AL/Vid Reflecta F40/70",0,"UN",4.73
9,"Curitiba","2020-08-26",8,2020,90036324000000,"Porta Toalha Rosto Met/Cr Quaddro Sensea",1,"UN",35.3
9,"Curitiba","2020-08-26",8,2020,90161575000000,"REV AC RET INT 58,4X58,4 SIMETRIA MRB M2",2,"M2",0.52
11,"Rio Barra","2020-08-26",8,2020,14957414630000,"REV EXT ACET PISC PRIS ESMERALD 30X30 M2",1,"M2",156.1
11,"Rio Barra","2020-08-26",8,2020,14763149145000,"Mod tom 2p+t 10a mf Decor",2,"UN",63.34
12,"Morumbi","2020-08-26",8,2020,14742351100000,"Fech ext perfil estreito 120940-z inox",1,"UN",0.85
12,"Morumbi","2020-08-26",8,2020,14595367200000,"Corante liq.globo 50ml xadrez violeta",1,"UN",0.96
13,"Brasilia Sul","2020-08-26",8,2020,14914407230000,"Organizador Multiuso c/div M 4,8x27x12cm",1,"UN",0.34
13,"Brasilia Sul","2020-08-26",8,2020,14953741300000,"Arm C/Prat A173xL45xP32cm Br Remix",2,"UN",1.21
13,"Brasilia Sul","2020-08-26",8,2020,14943629100000,"REV BR BOLD INT 10X20 METRO BLACK M2",2,"M2",7.26
13,"Brasilia Sul","2020-08-26",8,2020,14975217300000,"Extensao p/torn rosca 14cm cr-fani",1,"UN",15.2
13,"Brasilia Sul","2020-08-26",8,2020,90275214300000,"PLAINA DE METAL N4, 58X245MM MTX",1,"UN",2.93
15,"São José Campos","2020-08-26",8,2020,14914041450000,"GERADOR TG1200CXH 1000W 6L 220V",0,"UN",4.14
15,"São José Campos","2020-08-26",8,2020,14944625200000,"Monoc lav bb dax-r cascata cr-paini",2,"UN",2.59
17,"Bangu","2020-08-26",8,2020,14142650930000,"Telha poli ond 1,22 x 0,50 - atco",1,"UN",14.79
18,"Goiania","2020-08-26",8,2020,14145212230000,"Mod tom 2p+t 20a verm Blanc",2,"UN",22.21
18,"Goiania","2020-08-26",8,2020,14716452500000,"Mictorio Ind 53,5x32x27 Louca Br Deca",1,"UN",9.51
18,"Goiania","2020-08-26",8,2020,90390930000000,"Closet 2porta c/prat 190x80 Way Carvalho",1,"UN",11.25
19,"Porto Alegre","2020-08-26",8,2020,14142032130000,"Bacia 8,65l Cristal Sanremo",1,"UN",11.21
20,"BH Sul","2020-08-26",8,2020,14695172500000,"REV EXT BRI LP ELIANE BR 15,46x15,46 M2",2,"M2",6.6
22,"Anhanguera","2020-08-26",8,2020,14140411140000,"LIXADEIRA 1/4 200W BO4556 127V MAKITA",1,"UN",1.59
23,"Taguatinga","2020-08-26",8,2020,14141261415000,"Tubo exte univ dup ajustavel plast br-ti",1,"UN",0.92
23,"Taguatinga","2020-08-26",8,2020,14952766200000,"ESMER ANG 4.1/2 710W GYEM-710 220V HAMME",1,"UN",0.96
23,"Taguatinga","2020-08-26",8,2020,14530946200000,"Ven cor belfort ge 6f 100x150x12",2,"UN",1.99
24,"Lar Center","2020-08-26",8,2020,14954074500000,"PORC NAT AC RET EXT60X60BROADWAY LIME M2",2,"M2",17.01
24,"Lar Center","2020-08-26",8,2020,14914144746000,"Closet 4prat br 180X40,5X44,5 Platina",2,"UN",4.1
24,"Lar Center","2020-08-26",8,2020,14917703200000,"VENEZIANA HOME 3F 100X150 -",1,"UN",0.44
26,"Jacarepagua","2020-08-26",8,2020,14901441491000,"Ralinho valv pia coz 3.1/2 alum/galv",1,"UN",92
26,"Jacarepagua","2020-08-26",8,2020,14140070140000,"Conjunto inter simples+Tom10a 4x2 Brava",1,"UN",0.2
27,"Sorocaba","2020-08-26",8,2020,14756076000000,"Torn coz 220v 5400w par bma aa 1994 br",1,"UN",17.76
28,"Brasilia Norte","2020-08-26",8,2020,14144590350000,"Tap Box Pé Verde 36X47 Overtime",1,"UN",1.61
28,"Brasilia Norte","2020-08-26",8,2020,14145491600000,"Base p/ ombrelone concreto 25kg cafe",1,"UN",3.61
28,"Brasilia Norte","2020-08-26",8,2020,90400912000000,"Serra Esquadria 10 1800W 220V Dexter",1,"UN",2.48
29,"Uberlandia","2020-08-26",8,2020,90275140100000,"ALMOF 45CM X 45CM FLORES TROPICAIS VD",2,"UN",3.64
29,"Uberlandia","2020-08-26",8,2020,14971374300000,"Acril fo interno luxens 2,5l monumento",1,"UN",22.28
29,"Uberlandia","2020-08-26",8,2020,14953754600000,"Kit 2Port+Prat L60xP46cm Br Remix",0,"UN",0.32
29,"Uberlandia","2020-08-26",8,2020,14551005400000,"Resist chuv tradic 220v 5400w-fame",0,"UN",28.19
32,"São Leopoldo","2020-08-26",8,2020,14763146630000,"Mod Tom 2p+t 20a Talari br",2,"UN",0.96
32,"São Leopoldo","2020-08-26",8,2020,14914446220000,"Caixa Plastica pto 30x63x42cm 65L rad",1,"UN",10.96
32,"São Leopoldo","2020-08-26",8,2020,14914625210000,"PISO AC EXT 45X45 ZARCI GRAY M2",2,"M2",2.18
32,"São Leopoldo","2020-08-26",8,2020,14974372400000,"FAIXA HDLR1203ATS 8,5X35 PC ART",2,"UN",1.07
32,"São Leopoldo","2020-08-26",8,2020,14921429140000,"PISO AC EXT 56X56 56301 M2",2,"M2",3.75
32,"São Leopoldo","2020-08-26",8,2020,90734434000000,"PIS VIN BASIC TUCSON 23,8X12,2 2MM M2",1,"M2",84.96
33,"Londrina","2020-08-26",8,2020,14920450000000,"Baliz Solar Inox 8971",1,"UN",6.77
33,"Londrina","2020-08-26",8,2020,14145301476000,"Mini varal multiuso c/ 26 prendedores vd",1,"UN",0.54
34,"São José do Rio Preto","2020-08-26",8,2020,14967730100000,"Sensor infra teto 3f 360g biv Qualitroni",1,"UN",2.32
34,"São José do Rio Preto","2020-08-26",8,2020,14145467730000,"PISO INT DECO ACET CLIVIA MR 20X20 PC",1,"UN",4.43
34,"São José do Rio Preto","2020-08-26",8,2020,14975140141000,"Caixa Plastica vd 45x35x13 16L Nordi",2,"UN",2.45
35,"Curitiba Atuba","2020-08-26",8,2020,14940140040000,"REJ CINZA 4KG CIMENT AREA SECA AXTON",1,"UN",14.32
36,"BH Norte","2020-08-26",8,2020,14926146620000,"Resist Chuv Elegance127 5400-Fame",1,"UN",3.59
36,"BH Norte","2020-08-26",8,2020,90535145100000,"Assento Primu/Stylus Prolip FS Br Sensea",1,"UN",2.46
36,"BH Norte","2020-08-26",8,2020,14143971420000,"Campainha c/fio dns6335 sons diferentes",1,"UN",4.39
38,"Fortaleza","2020-08-26",8,2020,14965324200000,"ESTRADO 30X30X1,5CM BEGE IMPALLETS",2,"UN",173.29
38,"Fortaleza","2020-08-26",8,2020,90725621000000,"Mesa Resende 1Gav Branca 73x90x50,5cm",1,"UN",0.74
38,"Fortaleza","2020-08-26",8,2020,14953512400000,"Pl 4x4 cega lilás Lille Color",0,"UN",71.87
38,"Fortaleza","2020-08-26",8,2020,14721431330000,"CUMME FIBROVG ECO  2X0,48m VERM ONDULINE",1,"UN",23.48
38,"Fortaleza","2020-08-26",8,2020,14143390760000,"Mesa Aço/Mad Viracopos 106cm",2,"UN",2.82
38,"Fortaleza","2020-08-26",8,2020,14993592300000,"Sup p/3 Rolos Pap Hig Black Arthi",1,"UN",2.6
38,"Fortaleza","2020-08-26",8,2020,14734149610000,"Fossa biodigest poli ecolimp 1300l-dalka",1,"UN",7.62
38,"Fortaleza","2020-08-26",8,2020,14937139400000,"REV BR BOLD INT 32X57 GAVEA M2",2,"M2",52.04
39,"São José","2020-08-26",8,2020,14977214160000,"Kit Gab Uno L34x42,5cm Br/Carvalho",1,"UN",2.3
39,"São José","2020-08-26",8,2020,14972309500000,"BLOCO DE CCA - 60x30x10cm",1,"UN",88.81
39,"São José","2020-08-26",8,2020,14929624200000,"ARG MASSA PRONTA INT/EXT CZ 20KG AXTON",1,"UN",96.34
41,"Anália Franco","2020-08-26",8,2020,14961123500000,"Caixa Organ 27,6x33x48,7 cm inc 29l Flex",1,"UN",8.2
44,"Campo Grande","2020-08-26",8,2020,14935144650000,"Monoc coz mes bma af lumino ii-delinia",1,"UN",2.63
45,"São Bernardo","2020-08-26",8,2020,14974326200000,"PAST STONE MIX NUVEM CZ 30X30 PC ART",1,"UN",2.2
46,"Tamboré","2020-08-26",8,2020,90306293000000,"Revest Ades 45x200 Opaco Preto",1,"UN",9.06
49,"Natal","2020-08-26",8,2020,14904191410000,"Porta Temp+Rolo Parede Duplo Cr 1491C-7",1,"UN",12.66
49,"Natal","2020-08-26",8,2020,14631414673000,"MANTA ASF�?LTICA LAJE GLASS 3MM 10M2 VIAP",2,"UN",4.18
50,"Maceio","2020-08-26",8,2020,90599460000000,"Oculos summer incolor Delta",1,"UN",3.92
50,"Maceio","2020-08-26",8,2020,14914014210000,"Gab Napoli L80xP40cm Mezzo Br Darabas",2,"UN",1.62
50,"Maceio","2020-08-26",8,2020,14939664300000,"Pia Inox 200X56 CBI15 Bella Franke",1,"UN",0.67
55,"Taubaté","2020-08-26",8,2020,90771493300000,"REV BR BOLD INT 33X60 5343 M2",2,"M2",44.71
58,"Marginal Tietê 2","2020-08-26",8,2020,14914627660000,"Pinboard Cortiça Formato 45x40 Coracao",2,"UN",2.69
58,"Marginal Tietê 2","2020-08-26",8,2020,14927971500000,"LAMP FLUOR ESP 15W AM 220V LEXMAN",2,"UN",23.99
58,"Marginal Tietê 2","2020-08-26",8,2020,14921114220000,"Cort c/Alça Havana Cru 260X240",1,"UN",62.48
58,"Marginal Tietê 2","2020-08-26",8,2020,90337310000000,"Kit Vaso Sanit C/Cx 3/6L Vert Neo Br",2,"UN",2.76
58,"Marginal Tietê 2","2020-08-26",8,2020,90340754000000,"REJ CINZA CL 1KG ACRI AREA UMDA ARGATEX",2,"UN",12.35
58,"Marginal Tietê 2","2020-08-26",8,2020,14990501410000,"Lamp Ledc A60 9W Biv Am Lexman",1,"UN",21.2
99,,"2020-08-26",8,2020,14990591440000,"Lamp Ledc Par20 E27 Vd 6W Lexman",2,"UN",4350.46
99,,"2020-08-26",8,2020,14914092510000,"Painel LED 2em1 Red Prata 6w L.BR",2,"UN",3.35
99,,"2020-08-26",8,2020,90279322000000,"Tapete WC Chenille Ver 50x80 Sensea",2,"UN",999.79
1,"Interlagos","2020-08-27",8,2020,14776579000000,"Mesa red mariana c/pe desmon 90cm bc",1,"UN",0.94
1,"Interlagos","2020-08-27",8,2020,14796349100000,"Joelho 90 esgoto 100mm - plasilit",1,"UN",1.7
1,"Interlagos","2020-08-27",8,2020,14954245300000,"REV AC RET INT 31X58 LAR31105 M2 ART",0,"M2",98.95
2,"Ribeirão Preto","2020-08-27",8,2020,14964436600000,"Bandeja p/pia branco",0,"UN",0.3
2,"Ribeirão Preto","2020-08-27",8,2020,14969967300000,"Prat p/ quadros mad br 120x9x4 line",1,"UN",0.96
3,"Campinas D. Pedro","2020-08-27",8,2020,14999401460000,"PISO BR INT 54X54 CA14070 M2",2,"M2",31.83
3,"Campinas D. Pedro","2020-08-27",8,2020,14900714630000,"Buquê Pimentinhas",0,"UN",2.64
3,"Campinas D. Pedro","2020-08-27",8,2020,14947903300000,"INTER SEXTAVADO 25X25X08 CZA NAT 50MPA",0,"UN",4.64
3,"Campinas D. Pedro","2020-08-27",8,2020,14917754300000,"ARREMATE JANELA IDEA 120X150 BC",2,"UN",1.81
3,"Campinas D. Pedro","2020-08-27",8,2020,14901493920000,"Fte 4Gav Grenoble /ROV Sereno 4D40",0,"UN",1.86
4,"Contagem","2020-08-27",8,2020,14951494160000,"SERRA TICO-TICO 500W 127V DEXTER4",1,"UN",2.71
4,"Contagem","2020-08-27",8,2020,14141602400000,"Válv de Seg p/Gás 1/2 Ros Ext Jackwal",1,"UN",2.33
4,"Contagem","2020-08-27",8,2020,14901441442000,"Ralo gd quad c/fecho plast br-japones",1,"UN",3.45
4,"Contagem","2020-08-27",8,2020,14972231410000,"Redutor vazão c/anel 1/2-fani",1,"UN",0.64
7,"Rio Norte","2020-08-27",8,2020,90377420000000,"Kit Gab Avanti L44 Br/Onix Astral",1,"UN",6.65
7,"Rio Norte","2020-08-27",8,2020,90397006000000,"Adesivo Vidro 60x200 Tecido Bco",0,"UN",1.72
9,"Curitiba","2020-08-27",8,2020,14939030100000,"Resist Chuv 4t 127 5500-Equation",1,"UN",0.61
9,"Curitiba","2020-08-27",8,2020,14927101400000,"TPO CTO RT CANNES PRIME MALBEC 95CM",0,"UN",10.23
10,"Sao Caetano","2020-08-27",8,2020,14914369710000,"Kit Vaso Sanit C/Cx 3/6L Vert Thema Br",1,"UN",6.4
11,"Rio Barra","2020-08-27",8,2020,14795211460000,"Box Front Plast Cristal 110x185cm Kit Br",1,"UN",2.64
12,"Morumbi","2020-08-27",8,2020,14937152000000,"Conj 2int simples+1tom 2P+T 10A Ilus",1,"UN",3.95
13,"Brasilia Sul","2020-08-27",8,2020,90590143000000,"KIT PIVOTANTE SOLIDA PS02 UV CP210X100D",2,"UN",2.19
13,"Brasilia Sul","2020-08-27",8,2020,14140555200000,"Mold pronta mad a4 21x29.7 basic tabaco",1,"UN",3.86
13,"Brasilia Sul","2020-08-27",8,2020,14905203300000,"Mao Franc Para Mad C/Fix Aco Luna Br 30C",1,"UN",136.89
13,"Brasilia Sul","2020-08-27",8,2020,90313755000000,"Capa p/ Almof desert navajo 45x45cm CZ",2,"UN",2.82
13,"Brasilia Sul","2020-08-27",8,2020,14972063100000,"ROTEADOR DIG S/FIO WR3300N SKYTECH",0,"UN",1.21
14,,"2020-08-27",8,2020,14771443610000,"Cx ecoflush 3/6 lts riviera br celite",0,"UN",50.51
15,"São José Campos","2020-08-27",8,2020,90123432000000,"PORC ESM AC BOLD EXT60X60 MUNARI GRAF M2",2,"M2",3.08
15,"São José Campos","2020-08-27",8,2020,14944147100000,"Painel de LED Sob Slim 48W L.BR 30x120cm",1,"UN",0.61
15,"São José Campos","2020-08-27",8,2020,14950569600000,"Kit Gab Ecco L56xP34cm Br/Vm Fabribam",2,"UN",2.83
16,"Ricardo Jafet","2020-08-27",8,2020,14965941460000,"Pincel medio 3/4 tigre 695",1,"UN",1.87
17,"Bangu","2020-08-27",8,2020,14933561400000,"PORTA SANFONADA 210X72 BCO ARTENS C/T",1,"UN",160.3
17,"Bangu","2020-08-27",8,2020,14914561472000,"TELHA METAL MULTICAM 2,4x0,82m TERRACT A",2,"UN",11.84
18,"Goiania","2020-08-27",8,2020,14947096200000,"PORC ESM PO RET INT 60X60 AVORIO DI M2",1,"M2",19.71
19,"Porto Alegre","2020-08-27",8,2020,14952140050000,"Spot Emb LED Red Cob 6w L.BR Blumenau",1,"UN",99.86
19,"Porto Alegre","2020-08-27",8,2020,90237350000000,"Poltrona Reclinável Aço Osaka Cinza",1,"UN",2.5
19,"Porto Alegre","2020-08-27",8,2020,90535151000000,"PORC ESM AC RET INT 90X90 NORD CEMENT M2",2,"M2",1.54
20,"BH Sul","2020-08-27",8,2020,90162144200000,"Kit Vaso Sanit C/Cx 3/6L Acion Lat Char",0,"UN",30.34
20,"BH Sul","2020-08-27",8,2020,14990923200000,"RODAPE N2 7970401 CZ 50X2400 PC",1,"UN",14.55
20,"BH Sul","2020-08-27",8,2020,14979211450000,"Caixa Acopl Eco/Azale/Acess Br 3/6L Roca",1,"UN",752.51
20,"BH Sul","2020-08-27",8,2020,14950209100000,"Kit monitoramento dvr 8canais c/4cam VTV",1,"UN",2.9
20,"BH Sul","2020-08-27",8,2020,14691577300000,"PISO AC EXT 43X43 4001 M2",1,"M2",316.3
21,"Niteroi","2020-08-27",8,2020,14757192500000,"REV FACH CIN EURPD MARFIM 22,8X11,4 M2",2,"M2",1.79
21,"Niteroi","2020-08-27",8,2020,14914573900000,"PORTA SANFONADA 210X60 IMBUIA ARTENS C/T",1,"UN",2.36
21,"Niteroi","2020-08-27",8,2020,14797230400000,"Exaustor 40cm 127v ventisol",1,"UN",2.53
22,"Anhanguera","2020-08-27",8,2020,90607706000000,"Estante Ipanema 2 188x54x40cm Br Spaceo",1,"UN",12.85
22,"Anhanguera","2020-08-27",8,2020,14914591960000,"CANT P/MOV 60X60MM ABAS IGUAIS ACO BCO",1,"UN",0.33
22,"Anhanguera","2020-08-27",8,2020,90290214400000,"Puxador Chic 96mm, Croma Acet",1,"UN",3.66
22,"Anhanguera","2020-08-27",8,2020,14753079300000,"Sup lcd/pl/led 10a 55 teto pto sbrp150",1,"UN",5.22
22,"Anhanguera","2020-08-27",8,2020,90717256000000,"Porta Shampoo c/sab Master Black Arthi",1,"UN",1.81
22,"Anhanguera","2020-08-27",8,2020,14143754130000,"Pedra madeira rosa 11,5 x 23 cm fama",2,"M2",3.27
22,"Anhanguera","2020-08-27",8,2020,14141722310000,"Cera acrilica para piso 2l start",1,"UN",0.21
22,"Anhanguera","2020-08-27",8,2020,14976524200000,"REV EXT ACET COTTO TERRA MR 15X15 M2",2,"M2",3.42
23,"Taguatinga","2020-08-27",8,2020,14757265300000,"Gesso po 4kg-fortaleza",1,"UN",0.45
23,"Taguatinga","2020-08-27",8,2020,90691496500000,"Nivel Laser 2 Bolhas Western",1,"UN",1.87
23,"Taguatinga","2020-08-27",8,2020,14714964100000,"Pl 4x2 1mod cherry gloss Nereya",2,"UN",36.41
23,"Taguatinga","2020-08-27",8,2020,14140492060000,"Chuv Pres 4t 220V 6800W Bella Duch-Loren",1,"UN",0.3
23,"Taguatinga","2020-08-27",8,2020,14142099260000,"Mini varal standard plast c/14pregadores",1,"UN",2.28
24,"Lar Center","2020-08-27",8,2020,14956251450000,"PORC ESM AC RET EXT60X60 ARTSY CEMENT M2",2,"M2",22.61
24,"Lar Center","2020-08-27",8,2020,14651466750000,"Vaso Sanit Susp Nuova Gelo Deca",2,"UN",0.73
26,"Jacarepagua","2020-08-27",8,2020,90214414730000,"PORC ESM AC RET EXT 61X61 61522 M2",2,"M2",17.55
26,"Jacarepagua","2020-08-27",8,2020,90114414710000,"KIT PT BAT 75 MSO PRIMER DIR 210X720X350",1,"UN",1.38
26,"Jacarepagua","2020-08-27",8,2020,14995501200000,"DISCO DE DESBASTE Gr.25 115MMX22MM MTX",1,"UN",13.58
26,"Jacarepagua","2020-08-27",8,2020,14914696540000,"OBRAS ESTRUTURAIS 50KG CPII E 40",1,"UN",126.05
26,"Jacarepagua","2020-08-27",8,2020,14997547300000,"Churrasqueira carvão compacta",1,"UN",2.94
27,"Sorocaba","2020-08-27",8,2020,14145411473000,"Lavat C/Esp Cris Mold 979 L50xP46 Br",1,"UN",11.81
27,"Sorocaba","2020-08-27",8,2020,14914710120000,"Lampada LEDC 9.5W am Osram",2,"UN",1.63
27,"Sorocaba","2020-08-27",8,2020,14775114530000,"Ven cor pratik sg 6f bco 100x120x12",2,"UN",2.57
28,"Brasilia Norte","2020-08-27",8,2020,14140091473000,"LÂMINA P/ESTILETE SNAPOFF 18MM 5PÇS DEXT",1,"UN",0.45
28,"Brasilia Norte","2020-08-27",8,2020,14901494200000,"FTE Porta TEMPERO Grenoble R.Sereno F15",0,"UN",0.53
29,"Uberlandia","2020-08-27",8,2020,14979361430000,"TELHA PVC COLON 3,94x0,86m CERÂM PRECON",2,"UN",33.49
29,"Uberlandia","2020-08-27",8,2020,14974676200000,"PORC ESM AC RET INT 50X101 CHENE M2 ART",2,"M2",5.63
29,"Uberlandia","2020-08-27",8,2020,14914933144000,"REV AC RET INT 31X55 31964 M2 ART",2,"M2",10.51
29,"Uberlandia","2020-08-27",8,2020,14914361445000,"Espe Santorini L60xA57 cm Cimen Astral",1,"UN",4.83
29,"Uberlandia","2020-08-27",8,2020,14915141453000,"CHAPA OSB TAPUME 10X1220X2200",2,"UN",31.65
32,"São Leopoldo","2020-08-27",8,2020,90390944000000,"Closet 2portas c/gav br 190x80x46 Way",1,"UN",17.78
32,"São Leopoldo","2020-08-27",8,2020,14970609200000,"ESPAÇADOR NIVELADOR RECICL 2,0MM DIAMOND",1,"UN",5.85
32,"São Leopoldo","2020-08-27",8,2020,14961630300000,"Porta detergente ceramica am Kitchen",0,"UN",1.87
34,"São José do Rio Preto","2020-08-27",8,2020,14905054200000,"Assento Carrara Poliest Marr Fosco Poli",2,"UN",0.42
34,"São José do Rio Preto","2020-08-27",8,2020,14145209430000,"MODULO ALTO ( 0,70X0,45X0,35) H45/70",0,"UN",2.07
35,"Curitiba Atuba","2020-08-27",8,2020,14970540600000,"ARM SUP 1PTA BASC SPRING REFLECTA 80",2,"UN",5.04
35,"Curitiba Atuba","2020-08-27",8,2020,14760140200000,"Torn telesc bb mes loggica cr-docol",1,"UN",3.17
35,"Curitiba Atuba","2020-08-27",8,2020,14975140141000,"Caixa Plastica vd 45x35x13 16L Nordi",1,"UN",4.32
35,"Curitiba Atuba","2020-08-27",8,2020,14937137300000,"REV BR BOLD INT 32X57 BRUMA M2 ART",0,"M2",271.76
35,"Curitiba Atuba","2020-08-27",8,2020,14144922500000,"Kit p/Cooktop 100cm c/Reg Bloq Jackwal",1,"UN",5.08
38,"Fortaleza","2020-08-27",8,2020,14953616000000,"Mod Inferior L90xP46cm Bordo Remix",2,"UN",4.5
38,"Fortaleza","2020-08-27",8,2020,14949125500000,"Mist lav ba mes liv 1877c30-deca",2,"UN",1.33
38,"Fortaleza","2020-08-27",8,2020,14946154000000,"REFLETOR LED  30W VERDE BIV DIAMANTE",2,"UN",1.68
39,"São José","2020-08-27",8,2020,14945926500000,"Lamp Bulbo Ledc 12W Br Kian",1,"UN",39.68
39,"São José","2020-08-27",8,2020,90351744000000,"Serra Márm 1450W 4100 NH2Z 220V+3 disc",2,"UN",1.16
39,"São José","2020-08-27",8,2020,14975561400000,"BALCAO CTO 1PTA SPRING L NODO",2,"UN",0.66
39,"São José","2020-08-27",8,2020,14144411415000,"Assento Conv PP Perfecta Br Jacuzzi",0,"UN",1.29
41,"Anália Franco","2020-08-27",8,2020,14914395540000,"Arejador p/torn coz gourmet 1980 cr-stoc",1,"UN",1.07
42,"Jaguaré","2020-08-27",8,2020,14914520420000,"Pedra Brita 1  saco 20 kg",2,"UN",1052.31
44,"Campo Grande","2020-08-27",8,2020,14141502020000,"Armario cris inox 39x53,5cm 1112 c.metal",1,"UN",2.97
44,"Campo Grande","2020-08-27",8,2020,14997769200000,"REV BR BOLD INT 32X54 KANSAS M2",1,"M2",8.85
45,"São Bernardo","2020-08-27",8,2020,14144110010000,"Mictorio Ind 62x38x35 Louca Br Deca",0,"UN",1.32
46,"Tamboré","2020-08-27",8,2020,14750459200000,"Aquec hidro univ 220v 5200w-aquaplas",1,"UN",1.32
46,"Tamboré","2020-08-27",8,2020,14956171400000,"Monoc lav ba mes 6877rg370-fani",2,"UN",4.87
49,"Natal","2020-08-27",8,2020,90421014600000,"Fivela Losango Imbuia",1,"UN",0.35
49,"Natal","2020-08-27",8,2020,90717004000000,"PERFIL REDUTOR PRETO 3,2MM 3MT ARTENS",1,"UN",21.49
50,"Maceio","2020-08-27",8,2020,14756602400000,"Fechadura eletr vidro furo 1folha hdl",1,"UN",2.42
50,"Maceio","2020-08-27",8,2020,14914666020000,"CAIXA D AGUA POLI 310L FORTLEV",1,"UN",48.92
55,"Taubaté","2020-08-27",8,2020,14914521414200,"Espe Miami L56xA64 cm Br Bechara",2,"UN",0.14
57,"Vitoria","2020-08-27",8,2020,14901736200000,"PISO BR INT 50X50 BG 51019/51700 M2",2,"M2",9.83
58,"Marginal Tietê 2","2020-08-27",8,2020,14144145992000,"Sup lcd/pl/led 10a55 art br sbrp140",1,"UN",1.23
58,"Marginal Tietê 2","2020-08-27",8,2020,90605095000000,"Cilindro de gáz MAP Proline Worker",1,"UN",23.35
58,"Marginal Tietê 2","2020-08-27",8,2020,14994720000000,"Bancada C/Nicho L60xP45cm Br Ventur",2,"UN",1.74
61,,"2020-08-27",8,2020,14974676200000,"PORC ESM AC RET INT 50X101 CHENE M2 ART",0,"M2",80.34
99,,"2020-08-27",8,2020,14999579400000,"PORC ESM AC RT INT61,1X61,1 61924 M2 ART",1,"M2",3620.64
1,"Interlagos","2020-08-28",8,2020,14914251413000,"PORTA FRISO F02 SARRAF CP 3,5x210X80cm",2,"UN",2.51
1,"Interlagos","2020-08-28",8,2020,14961761200000,"PIS LAM NATURE CRV MEMPH 134X18,7X0,7M2",2,"M2",27.64
1,"Interlagos","2020-08-28",8,2020,14922993100000,"ELEMENTO VAZADO ESTILO COPACABANA",1,"UN",9.42
2,"Ribeirão Preto","2020-08-28",8,2020,14515143460000,"Divisor 4 saídas 4003-7 FC",1,"UN",1.99
2,"Ribeirão Preto","2020-08-28",8,2020,14799400400000,"Vaso Sanit P/Cx Vert Etna Pt Icasa",1,"UN",6.1
